row_id,target,expected,token_id,reference,surface,normalized_surface,lemma,gram_class,case,gender,number,person,mood,tense,voice,decision,reason,source
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h105_07_zur_c_04,RV 1.105.7c,ādhyàḥ,ādhyaḥ,ādhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h105_08_zur_b_01,RV 1.105.8b,sapátnīḥ,sapatnīḥ,sapátnī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h105_08_zur_c_07,RV 1.105.8c,ādhyàḥ,ādhyaḥ,ādhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b01_h105_10_zur_a_03,RV 1.105.10a,páñca,pañca,páñca-,nominal stem,NOM,M,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h105_19_zur_a_01,RV 1.105.19a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b01_h108_05_zur_a_01,RV 1.108.5a,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b01_h108_05_zur_b_01,RV 1.108.5b,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h108_05_zur_c_01,RV 1.108.5c,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-16,śamī,INS.SG.F,b01_h110_04_zur_a_02,RV 1.110.4a,śámī,śamī,śámī-,nominal stem,INS,F,SG,,,,,accepted,instrumental singular feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h112_02_zur_c_02,RV 1.112.2c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h112_16_zur_c_02,RV 1.112.16c,śā́rīḥ,śārīḥ,śā́rī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h112_19_zur_a_02,RV 1.112.19a,pátnīḥ,patnīḥ,pátnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h112_24_zur_a_04,RV 1.112.24a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h113_17_zur_d_01,RV 1.113.17d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h114_09_zur_b_05,RV 1.114.9b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h114_10_zur_b_03,RV 1.114.10b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h116_02_zur_c_04,RV 1.116.2c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h116_07_zur_d_01,RV 1.116.7d,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h116_16_zur_a_01,RV 1.116.16a,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h116_24_zur_a_02,RV 1.116.24a,rā́trīḥ,rātrīḥ,rā́trī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h117_06_zur_d_01,RV 1.117.6d,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h117_17_zur_a_01,RV 1.117.17a,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h117_18_zur_d_02,RV 1.117.18d,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h117_23_zur_b_02,RV 1.117.23b,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h117_23_zur_c_01,RV 1.117.23c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h118_02_zur_d_04,RV 1.118.2d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h118_11_zur_b_01,RV 1.118.11b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-04,aṣṭā,NOM/ACC numeral,b01_h121_08_zur_a_01,RV 1.121.8a,aṣṭā́,aṣṭā,aṣṭár-,nominal stem,NOM,M,DU,,,,,accepted,annotated with the numeral lemma,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h122_06_zur_a_05,RV 1.122.6a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b01_h122_13_zur_b_03,RV 1.122.13b,páñca,pañca,páñca-,nominal stem,,,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h122_14_zur_d_04,RV 1.122.14d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
DU-07,anī,NOM/ACC/VOC.DU.N candidate suffix,b01_h123_07_zur_b_02,RV 1.123.7b,áhanī,ahanī,áhar ~ áhan-,nominal stem,NOM,N,DU,,,,,accepted,neuter dual,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h124_09_zur_c_05,RV 1.124.9c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imāni,NOM/ACC.PL.N demonstrative,b01_h125_06_zur_a_03,RV 1.125.6a,imā́ni,imāni,ayám,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h126_01_zur_c_03,RV 1.126.1c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h126_02_zur_a_01,RV 1.126.2a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h126_02_zur_b_01,RV 1.126.2b,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h126_02_zur_c_01,RV 1.126.2c,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h126_03_zur_c_02,RV 1.126.3c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-04,aṣṭau,NOM/ACC numeral,b01_h126_05_zur_b_03,RV 1.126.5b,aṣṭaú,aṣṭau,aṣṭā́-,nominal stem,ACC,F,PL,,,,,accepted,annotated with the numeral lemma,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b01_h128_02_zur_e_01,RV 1.128.2e,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b01_h128_03_zur_d_01,RV 1.128.3d,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h129_08_zur_a_03,RV 1.129.8a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h130_05_zur_a_03,RV 1.130.5a,nadyàḥ,nadyaḥ,nadī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h134_02_zur_f_04,RV 1.134.2f,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h134_02_zur_g_04,RV 1.134.2g,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h135_05_zur_a_03,RV 1.135.5a,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h135_08_zur_c_01,RV 1.135.8c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h139_03_zur_d_04,RV 1.139.3d,śríyaḥ,śriyaḥ,śrī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-18,kartari,LOC.SG comparison,b01_h139_07_zur_f_05,RV 1.139.7f,kartári,kartari,kartár-,nominal stem,LOC,M,SG,,,,,accepted,locative singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h140_06_zur_b_03,RV 1.140.6b,pátnīḥ,patnīḥ,pátnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h141_11_zur_a_01,RV 1.141.11a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
DU-07,anī,NOM/ACC/VOC.DU.N candidate suffix,b01_h141_11_zur_c_05,RV 1.141.11c,jánmanī,janmanī,jánman-,nominal stem,ACC,N,DU,,,,,accepted,neuter dual,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h142_06_zur_d_02,RV 1.142.6d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h143_06_zur_c_05,RV 1.143.6c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b01_h143_06_zur_d_03,RV 1.143.6d,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h145_03_zur_a_06,RV 1.145.3a,árvatīḥ,arvatīḥ,árvatī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b01_h149_04_zur_a_03,RV 1.149.4a,trī́,trī,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h151_06_zur_c_05,RV 1.151.6c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h153_01_zur_c_06,RV 1.153.1c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h153_04_zur_b_05,RV 1.153.4b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b01_h154_04_zur_a_02,RV 1.154.4a,trī́,trī,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h158_02_zur_c_02,RV 1.158.2c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h158_05_zur_a_04,RV 1.158.5a,nadyàḥ,nadyaḥ,nadī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h160_05_zur_d_03,RV 1.160.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h162_13_zur_b_01,RV 1.162.13b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h162_16_zur_b_02,RV 1.162.16b,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h162_19_zur_c_01,RV 1.162.19c,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h163_03_zur_d_03,RV 1.163.3d,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h163_04_zur_a_01,RV 1.163.4a,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h163_04_zur_b_01,RV 1.163.4b,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h163_04_zur_b_03,RV 1.163.4b,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h163_05_zur_a_01,RV 1.163.5a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h163_05_zur_b_01,RV 1.163.5b,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h163_07_zur_d_04,RV 1.163.7d,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h164_02_zur_d_02,RV 1.164.2d,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h164_05_zur_b_02,RV 1.164.5b,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h164_06_zur_c_05,RV 1.164.6c,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h164_16_zur_a_01,RV 1.164.16a,stríyaḥ,striyaḥ,strī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h164_17_zur_a_04,RV 1.164.17a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h164_18_zur_b_03,RV 1.164.18b,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h164_19_zur_c_03,RV 1.164.19c,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h164_24_zur_d_04,RV 1.164.24d,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h164_43_zur_b_03,RV 1.164.43b,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h164_45_zur_c_02,RV 1.164.45c,trī́ṇi,trīṇi,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b01_h164_48_zur_b_01,RV 1.164.48b,trī́ṇi,trīṇi,trí-,nominal stem,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h165_03_zur_d_07,RV 1.165.3d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h165_07_zur_a_04,RV 1.165.7a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b01_h165_09_zur_d_01,RV 1.165.9d,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b01_h165_10_zur_b_01,RV 1.165.10b,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b01_h165_10_zur_d_01,RV 1.165.10d,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b01_h165_14_zur_d_01,RV 1.165.14d,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b01_h166_10_zur_d_06,RV 1.166.10d,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b01_h166_13_zur_c_01,RV 1.166.13c,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h167_01_zur_a_01,RV 1.167.1a,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h167_01_zur_b_01,RV 1.167.1b,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b01_h167_01_zur_c_01,RV 1.167.1c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h167_09_zur_a_06,RV 1.167.9a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h169_03_zur_a_06,RV 1.169.3a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b01_h171_01_zur_a_03,RV 1.171.1a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h173_07_zur_c_04,RV 1.173.7c,kṣoṇī́ḥ,kṣoṇīḥ,kṣoṇí- ~ kṣoṇī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h173_08_zur_b_06,RV 1.173.8b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b01_h173_13_zur_a_05,RV 1.173.13a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b01_h174_03_zur_a_04,RV 1.174.3a,śū́rapatnīḥ,śūrapatnīḥ,śū́rapatnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b01_h176_03_zur_b_01,RV 1.176.3b,páñca,pañca,páñca-,nominal stem,,,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
